,Unnamed: 0.1,Unnamed: 0,Product_Desc,First_part,Type,Type_2
782,1374,1374,AMBROLITE S SYRUP # 100ML,AMBROLITES,SYRUP # 100ML, BOTTLE OF 100ML SYRUP
783,1375,1375,AMBROLITE S SYRUP 100ML,AMBROLITES,SYRUP 100ML, BOTTLE OF 100ML SYRUP
784,1378,1378,AMBROLITE TABLETS-30044090 10^S,AMBROLITE,TABLETS-30044090 STRIP OF 10, BOTTLE OF 100ML SYRUP
785,1369,1369,AMBROLITE D SYRUP 100ML,AMBROLITED,SYRUP 100ML, BOTTLE OF 60 ML SYRUP
786,1370,1370,AMBROLITE D+ SYRUP 100ML,AMBROLITED+,SYRUP 100ML, BOTTLE OF 60 ML SYRUP
787,1374,1374,AMBROLITE S SYRUP # 100ML,AMBROLITES,SYRUP # 100ML, BOTTLE OF 60 ML SYRUP
788,1375,1375,AMBROLITE S SYRUP 100ML,AMBROLITES,SYRUP 100ML, BOTTLE OF 60 ML SYRUP
789,1378,1378,AMBROLITE TABLETS-30044090 10^S,AMBROLITE,TABLETS-30044090 STRIP OF 10, BOTTLE OF 60 ML SYRUP
790,1369,1369,AMBROLITE D SYRUP 100ML,AMBROLITED,SYRUP 100ML, BOTTLE OF 100 ML SYRUP
791,1374,1374,AMBROLITE S SYRUP # 100ML,AMBROLITES,SYRUP # 100ML, BOTTLE OF 100 ML SYRUP
792,1375,1375,AMBROLITE S SYRUP 100ML,AMBROLITES,SYRUP 100ML, BOTTLE OF 100 ML SYRUP
793,1369,1369,AMBROLITE D SYRUP 100ML,AMBROLITED,SYRUP 100ML, BOTTLE OF 100 ML SYRUPS
794,1370,1370,AMBROLITE D+ SYRUP 100ML,AMBROLITED+,SYRUP 100ML, BOTTLE OF 100 ML SYRUPS
795,1378,1378,AMBROLITE TABLETS-30044090 10^S,AMBROLITE,TABLETS-30044090 STRIP OF 10, BOTTLE OF 100 ML SYRUPS
796,1369,1369,AMBROLITE D SYRUP 100ML,AMBROLITED,SYRUP 100ML, BOTTLE OF 60 ML SYRUP
797,1370,1370,AMBROLITE D+ SYRUP 100ML,AMBROLITED+,SYRUP 100ML, BOTTLE OF 60 ML SYRUP
798,1378,1378,AMBROLITE TABLETS-30044090 10^S,AMBROLITE,TABLETS-30044090 STRIP OF 10, BOTTLE OF 60 ML SYRUP
799,1365,1365,AMBROLITE 2S SYRUP 100ML,AMBROLITE2S,SYRUP 100ML, BOTTLE OF 100 ML SYRUP
800,1369,1369,AMBROLITE D SYRUP 100ML,AMBROLITED,SYRUP 100ML, BOTTLE OF 100 ML SYRUP
801,1374,1374,AMBROLITE S SYRUP # 100ML,AMBROLITES,SYRUP # 100ML, BOTTLE OF 100 ML SYRUP
802,1375,1375,AMBROLITE S SYRUP 100ML,AMBROLITES,SYRUP 100ML, BOTTLE OF 100 ML SYRUP
803,1377,1377,AMBROLITE ST CAPSULES $,AMBROLITEST,CAPSULES $, BOTTLE OF 100 ML SYRUP
804,1378,1378,AMBROLITE TABLETS-30044090 10^S,AMBROLITE,TABLETS-30044090 STRIP OF 10, BOTTLE OF 100 ML SYRUP
805,1380,1380,AMBRONAC TABLETS-30044090 10^S,AMBRONAC,TABLETS-30044090 STRIP OF 10, STRIP OF 10 TABLETS
806,1387,1387,AMBULAX FM RF TABLETS 10^S,AMBULAXFMRF,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
807,1388,1388,AMBULAX FM TABLETS 10^S,AMBULAXFM,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
808,1391,1391,AMBULAX M TABLETS 10TABLETS,AMBULAXM,TABLETS, STRIP OF 10 TABLETS
809,1392,1392,AMBULAX M TABLETS 15^S,AMBULAXM,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
810,1388,1388,AMBULAX FM TABLETS 10^S,AMBULAXFM,STRIP OF 10 TABLETS, STRIP OF 15 TABLETS
811,1391,1391,AMBULAX M TABLETS 10TABLETS,AMBULAXM,TABLETS, STRIP OF 15 TABLETS
812,1392,1392,AMBULAX M TABLETS 15^S,AMBULAXM,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
813,1393,1393,AMBULAX TABLETS 15^S,AMBULAX,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
814,1394,1394,AMBULAX TABLETS 15TABLETS,AMBULAX,TABLETS, STRIP OF 15 TABLETS
815,1385,1385,AMBULAX ET TABLETS 15^S,AMBULAXET,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
816,1386,1386,AMBULAX ETM TABLETS 15^S,AMBULAXETM,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
817,1400,1400,AMCARD 5  TABLETS 7^S,AMCARD5,TABLETS STRIP OF 7, STRIP OF 7 TABLETS
818,1400,1400,AMCARD 5  TABLETS 7^S,AMCARD5,TABLETS STRIP OF 7, STRIP OF 10 TABLETS
819,1402,1402,AMCARD AT TABLETS(15TABLETS) 15,AMCARDAT,TABLETS) 15, STRIP OF 10 TABLETS
820,1402,1402,AMCARD AT TABLETS(15TABLETS) 15,AMCARDAT,TABLETS) 15, STRIP OF 15 TABLETS
821,1405,1405,AMCHEK AT TABLETS 10^S,AMCHEKAT,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
822,1406,1406,AMCLAID 625 TABLETS 10^S,AMCLAID625,STRIP OF 10 TABLETS, BLISTER PACK OF 10 TABLETS
823,1406,1406,AMCLAID 625 TABLETS 10^S,AMCLAID625,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
824,1412,1412,AMDEPIN 10 TABLETS 10^S,AMDEPIN10,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
825,1414,1414,AMDEPIN 2.5 TABLETS 15^S,AMDEPIN2.5,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
826,1415,1415,AMDEPIN 5 TABLETS 15^S,AMDEPIN5,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
827,1416,1416,AMDEPIN 5 TABLETS 15^S,AMDEPIN5,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
828,1417,1417,AMDEPIN AT TABLETS 14^S,AMDEPINAT,TABLETS STRIP OF 14, STRIP OF 14 TABLETS
829,1433,1433,AMFY GEL(0.1%)BIG # 30GM,AMFY,GEL(0.1%)BIG # 30GM, TUBE OF 30 GM GEL
830,1434,1434,AMFY GEL(0.1%)BIG 30G,AMFY,GEL(0.1%)BIG 30G, TUBE OF 30 GM GEL
831,1435,1435,AMFY GEL(0.1%)SMALL 15G,AMFY,GEL(0.1%)SMALL 15G, TUBE OF 30 GM GEL
832,1439,1439,AMICLINE TABLETS 10^S,AMICLINE,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
833,1438,1438,AMICLINE PLUS TABLETS 10T,AMICLINEPLUS,TABLETS 10T, STRIP OF 10 TABLETS
834,1440,1440,AMICOLON CAPSULES 10S,AMICOLON,STRIP OF 10 CAPSULESS, STRIP OF 10 CAPSULES
835,1441,1441,AMIFRU 40 TABLETS 10^S,AMIFRU40,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
836,1442,1442,AMIFRU PLUS TABLETS 10^S,AMIFRUPLUS,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
837,1439,1439,AMICLINE TABLETS 10^S,AMICLINE,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
838,1451,1451,AMINOGEST CAPSULES 10*10,AMINOGEST,STRIP OF 10 CAPSULES*10, STRIP OF 10 CAPSULES
839,1459,1459,AMIPRIDE 100 TABLETS 10^S,AMIPRIDE100,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
840,1460,1460,AMIPRIDE 200 TABLETS 10^S,AMIPRIDE200,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
841,1459,1459,AMIPRIDE 100 TABLETS 10^S,AMIPRIDE100,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
842,1460,1460,AMIPRIDE 200 TABLETS 10^S,AMIPRIDE200,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
843,1462,1462,AMISANT 100 TABLETS 10^S,AMISANT100,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
844,1463,1463,AMISANT 200 TABLETS 10^S,AMISANT200,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
845,1464,1464,AMISANT 400 TABLETS 10^S,AMISANT400,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
846,1463,1463,AMISANT 200 TABLETS 10^S,AMISANT200,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
847,1465,1465,AMISANT 50 TABLETS 10^S,AMISANT50,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
848,1475,1475,AMITONE 10 TABLETS 10^S,AMITONE10,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
849,1476,1476,AMITONE 25 TABLETS 10^S,AMITONE25,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
850,1148,1148,ALMITO PLUS CAPSULES 10`S,ALMITOPLUS,STRIP OF 10 CAPSULES`S, STRIP OF 10 TABLETS
851,1480,1480,AMITOP 10 TABLETS 10,AMITOP10,TABLETS 10, STRIP OF 10 TABLETS
852,1481,1481,AMITOP 25 TABLETS 10,AMITOP25,TABLETS 10, STRIP OF 10 TABLETS
853,1484,1484,AMIVAL 100 TABLETS 10^S,AMIVAL100,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
854,1306,1306,AMACE TABLETS 10T,AMACE,TABLETS 10T, STRIP OF 10 TABLETS
855,1493,1493,AMLIP 2.5 TABLETS 10S,AMLIP2.5,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
856,1494,1494,AMLIP 5 TABLETS 10S,AMLIP5,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
857,1495,1495,AMLIP AT TABLETS 10^S,AMLIPAT,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
858,1635,1635,AMLOZ 5MG TABLETS 30S,AMLOZ5MG,TABLETS 30S, STRIP OF 10 TABLETS
859,1498,1498,AMLO-5,AMLO-5,, STRIP OF 15 TABLETS
860,1501,1501,AMLODAC 10 TABLETS 30^S,AMLODAC10,STRIP OF 30 TABLETS, STRIP OF 30 TABLETS
861,1502,1502,AMLODAC 10 TABLETS 15,AMLODAC10,TABLETS 15, STRIP OF 30 TABLETS
862,1504,1504,AMLODAC 2.5 TABLETS 30.S,AMLODAC2.5,TABLETS 30.S, STRIP OF 30 TABLETS
863,1515,1515,AMLODAC M 25 TABLETS 15^s,AMLODACM25,TABLETS 15^S, STRIP OF 30 TABLETS
864,1516,1516,AMLODAC M 25 TABLETS 6*15,AMLODACM25,TABLETS 6*15, STRIP OF 30 TABLETS
865,1504,1504,AMLODAC 2.5 TABLETS 30.S,AMLODAC2.5,TABLETS 30.S, STRIP OF 15 TABLETS
866,1506,1506,AMLODAC 5 TABLETS           (5*15) 15,AMLODAC5,TABLETS           (5*15) 15, STRIP OF 15 TABLETS
867,1507,1507,AMLODAC 5 TABLETS 30T,AMLODAC5,TABLETS 30T, STRIP OF 15 TABLETS
868,1506,1506,AMLODAC 5 TABLETS           (5*15) 15,AMLODAC5,TABLETS           (5*15) 15, STRIP OF 30 TABLETS
869,1507,1507,AMLODAC 5 TABLETS 30T,AMLODAC5,TABLETS 30T, STRIP OF 30 TABLETS
870,1508,1508,AMLODAC AT TABLETS 10T,AMLODACAT,TABLETS 10T, STRIP OF 10 TABLETS
871,1509,1509,AMLODAC AT TABLETS 10^S,AMLODACAT,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
872,1510,1510,AMLODAC AT TABLETS 15^S,AMLODACAT,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
873,1518,1518,AMLODAC T TABLETS 10*15T,AMLODACT,TABLETS 10*15T, STRIP OF 10 TABLETS
874,1508,1508,AMLODAC AT TABLETS 10T,AMLODACAT,TABLETS 10T, STRIP OF 15 TABLETS
875,1509,1509,AMLODAC AT TABLETS 10^S,AMLODACAT,STRIP OF 10 TABLETS, STRIP OF 15 TABLETS
876,1510,1510,AMLODAC AT TABLETS 15^S,AMLODACAT,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
877,1518,1518,AMLODAC T TABLETS 10*15T,AMLODACT,TABLETS 10*15T, STRIP OF 15 TABLETS
878,1511,1511,AMLODAC CH TABLETS 10T,AMLODACCH,TABLETS 10T, STRIP OF 10 TABLETS
879,1513,1513,AMLODAC H TABLETS 10^T,AMLODACH,TABLETS 10^T, STRIP OF 10 TABLETS
880,1512,1512,AMLODAC D TABLETS 10T,AMLODACD,TABLETS 10T, STRIP OF 10 TABLETS
881,1517,1517,AMLODAC M TABLETS 15^S,AMLODACM,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
882,1504,1504,AMLODAC 2.5 TABLETS 30.S,AMLODAC2.5,TABLETS 30.S, STRIP OF 15 TABLETS
883,1515,1515,AMLODAC M 25 TABLETS 15^s,AMLODACM25,TABLETS 15^S, STRIP OF 15 TABLETS
884,1516,1516,AMLODAC M 25 TABLETS 6*15,AMLODACM25,TABLETS 6*15, STRIP OF 15 TABLETS
885,1518,1518,AMLODAC T TABLETS 10*15T,AMLODACT,TABLETS 10*15T, STRIP OF 15 TABLETS
886,1519,1519,AMLOGARD 10 MG TABLETS 30^S,AMLOGARD10MG,STRIP OF 30 TABLETS, STRIP OF 30 TABLETS
887,1520,1520,AMLOGARD 2.5 MG TABLETS 10.S,AMLOGARD2.5MG,TABLETS 10.S, STRIPS OF 10 TABLETS
888,1521,1521,AMLOGARD 2.5MG TABLETS 30TABLETS,AMLOGARD2.5MG,TABLETS, STRIPS OF 10 TABLETS
889,1522,1522,AMLOGARD 5 MG TABLETS 30^S,AMLOGARD5MG,STRIP OF 30 TABLETS, STRIPS OF 10 TABLETS
890,1520,1520,AMLOGARD 2.5 MG TABLETS 10.S,AMLOGARD2.5MG,TABLETS 10.S, STRIPS OF 30 TABLETS
891,1521,1521,AMLOGARD 2.5MG TABLETS 30TABLETS,AMLOGARD2.5MG,TABLETS, STRIPS OF 30 TABLETS
892,1522,1522,AMLOGARD 5 MG TABLETS 30^S,AMLOGARD5MG,STRIP OF 30 TABLETS, STRIPS OF 30 TABLETS
893,1520,1520,AMLOGARD 2.5 MG TABLETS 10.S,AMLOGARD2.5MG,TABLETS 10.S, STRIP OF 30 TABLETS
894,1521,1521,AMLOGARD 2.5MG TABLETS 30TABLETS,AMLOGARD2.5MG,TABLETS, STRIP OF 30 TABLETS
895,1522,1522,AMLOGARD 5 MG TABLETS 30^S,AMLOGARD5MG,STRIP OF 30 TABLETS, STRIP OF 30 TABLETS
896,1523,1523,AMLOKEM-M 2.5/25 TABLETS 10^S,AMLOKEM-M2.5/25,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
897,1524,1524,AMLOKEM-M 5/25 TABLETS 10^S,AMLOKEM-M5/25,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
898,1523,1523,AMLOKEM-M 2.5/25 TABLETS 10^S,AMLOKEM-M2.5/25,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
899,1524,1524,AMLOKEM-M 5/25 TABLETS 10^S,AMLOKEM-M5/25,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
900,1525,1525,AMLOKEM-M 5/50 TABLETS 10^S,AMLOKEM-M5/50,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
901,1524,1524,AMLOKEM-M 5/25 TABLETS 10^S,AMLOKEM-M5/25,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
902,1525,1525,AMLOKEM-M 5/50 TABLETS 10^S,AMLOKEM-M5/50,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
903,1527,1527,AMLOKIND 5 TABLETS 10^S,AMLOKIND5,STRIP OF 10 TABLETS, STRIP OF 30 TABLETS
904,1528,1528,AMLOKIND 5 TABLETS 15^S,AMLOKIND5,STRIP OF 15 TABLETS, STRIP OF 30 TABLETS
905,1527,1527,AMLOKIND 5 TABLETS 10^S,AMLOKIND5,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
906,1528,1528,AMLOKIND 5 TABLETS 15^S,AMLOKIND5,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
907,1527,1527,AMLOKIND 5 TABLETS 10^S,AMLOKIND5,STRIP OF 10 TABLETS, STRIP OF 15 TABLETS
908,1528,1528,AMLOKIND 5 TABLETS 15^S,AMLOKIND5,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
909,1530,1530,AMLOKIND BETA 50 10T,AMLOKINDBETA5010T,, STRIP OF 10 TABLETS
910,1531,1531,AMLOKIND BETA 50 10TABLETS,AMLOKINDBETA5010,TABLETS, STRIP OF 10 TABLETS
911,1529,1529,AMLOKIND AT TABLETS 15^S,AMLOKINDAT,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
912,1529,1529,AMLOKIND AT TABLETS 15^S,AMLOKINDAT,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
913,1529,1529,AMLOKIND AT TABLETS 15^S,AMLOKINDAT,STRIP OF 15 TABLETS, STRIP OF 30 TABLETS
914,1532,1532,AMLOKIND H TABLETS^S 10TABLETS,AMLOKINDH,TABLETS, STRIP OF 10 TABLETS
915,1533,1533,AMLOKIND L TABLETS 10^S,AMLOKINDL,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
916,1541,1541,AMLONG 5 TABLETS 30^S,AMLONG5,STRIP OF 30 TABLETS, STRIP OF 15 TABLETS
917,1542,1542,AMLONG 5 TABLETS 30^S,AMLONG5,STRIP OF 30 TABLETS, STRIP OF 15 TABLETS
918,1543,1543,AMLONG A TABLETS 15^S,AMLONGA,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
919,1544,1544,AMLONG A TABLETS 10S,AMLONGA,STRIP OF 10 TABLETS, STRIP OF 15 TABLETS
920,1545,1545,AMLONG A TABLETS 15^S,AMLONGA,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
921,1549,1549,AMLONG H TABLETS 15^S,AMLONGH,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
922,1550,1550,AMLONG H TABLETS 10S,AMLONGH,STRIP OF 10 TABLETS, STRIP OF 15 TABLETS
923,1551,1551,AMLONG H TABLETS 15^S,AMLONGH,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
924,1535,1535,AMLONG 10 TABLETS 10^S,AMLONG10,STRIP OF 10 TABLETS, STRIP OF 15 TABLETS
925,1536,1536,AMLONG 10 TABLETS 15.S,AMLONG10,TABLETS 15.S, STRIP OF 15 TABLETS
926,1537,1537,AMLONG 10 TABLETS 10S,AMLONG10,STRIP OF 10 TABLETS, STRIP OF 15 TABLETS
927,1538,1538,AMLONG 10 TABLETS 15^S,AMLONG10,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
928,1539,1539,AMLONG 2.5 TABLETS 15^S,AMLONG2.5,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
929,1540,1540,AMLONG 2.5 TABLETS 15^S,AMLONG2.5,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
930,1547,1547,AMLONG A-25 TABLETS 10^S,AMLONGA-25,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
931,1552,1552,AMLONG MT 25 TABLETS 7^S,AMLONGMT25,TABLETS STRIP OF 7, STRIP OF 15 TABLETS
932,1553,1553,AMLONG MT 25 TABLETS 15S,AMLONGMT25,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
933,1552,1552,AMLONG MT 25 TABLETS 7^S,AMLONGMT25,TABLETS STRIP OF 7, STRIP OF 7 TABLETS
934,1553,1553,AMLONG MT 25 TABLETS 15S,AMLONGMT25,STRIP OF 15 TABLETS, STRIP OF 7 TABLETS
935,1555,1555,AMLONG MT 50 TABLETS 7^S,AMLONGMT50,TABLETS STRIP OF 7, STRIP OF 7 TABLETS
936,1556,1556,AMLONG MT 50 TABLETS 7^s,AMLONGMT50,TABLETS 7^S, STRIP OF 7 TABLETS
937,1557,1557,AMLONG TL 40 TABLETS 10T,AMLONGTL40,TABLETS 10T, STRIP OF 10 TABLETS
938,1558,1558,AMLONG TL 40 TABLETS 10^S,AMLONGTL40,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
939,1543,1543,AMLONG A TABLETS 15^S,AMLONGA,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
940,1544,1544,AMLONG A TABLETS 10S,AMLONGA,STRIP OF 10 TABLETS, STRIP OF 15 TABLETS
941,1545,1545,AMLONG A TABLETS 15^S,AMLONGA,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
942,1549,1549,AMLONG H TABLETS 15^S,AMLONGH,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
943,1550,1550,AMLONG H TABLETS 10S,AMLONGH,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
944,1551,1551,AMLONG H TABLETS 15^S,AMLONGH,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
945,1549,1549,AMLONG H TABLETS 15^S,AMLONGH,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
946,1550,1550,AMLONG H TABLETS 10S,AMLONGH,STRIP OF 10 TABLETS, STRIP OF 15 TABLETS
947,1551,1551,AMLONG H TABLETS 15^S,AMLONGH,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
948,1552,1552,AMLONG MT 25 TABLETS 7^S,AMLONGMT25,TABLETS STRIP OF 7, STRIP OF 15 TABLETS
949,1553,1553,AMLONG MT 25 TABLETS 15S,AMLONGMT25,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
950,1555,1555,AMLONG MT 50 TABLETS 7^S,AMLONGMT50,TABLETS STRIP OF 7, STRIP OF 15 TABLETS
951,1556,1556,AMLONG MT 50 TABLETS 7^s,AMLONGMT50,TABLETS 7^S, STRIP OF 15 TABLETS
952,1552,1552,AMLONG MT 25 TABLETS 7^S,AMLONGMT25,TABLETS STRIP OF 7, STRIP OF 7 TABLETS
953,1553,1553,AMLONG MT 25 TABLETS 15S,AMLONGMT25,STRIP OF 15 TABLETS, STRIP OF 7 TABLETS
954,1555,1555,AMLONG MT 50 TABLETS 7^S,AMLONGMT50,TABLETS STRIP OF 7, STRIP OF 7 TABLETS
955,1556,1556,AMLONG MT 50 TABLETS 7^s,AMLONGMT50,TABLETS 7^S, STRIP OF 7 TABLETS
956,1565,1565,AMLOPIN M 25 TABLETS 10^S,AMLOPINM25,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
957,1565,1565,AMLOPIN M 25 TABLETS 10^S,AMLOPINM25,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
958,1560,1560,AMLOPIN 10 TABLETS 1*10,AMLOPIN10,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
959,1566,1566,AMLOPRES 10 TABLETS      (5X15) 10TABLETS,AMLOPRES10,TABLETS, STRIP OF 10 TABLETS
960,1572,1572,AMLOPRES AT 25 TABLETS 15 TABLETS,AMLOPRESAT25,TABLETS, STRIP OF 15 TABLETS
961,1573,1573,AMLOPRES AT TABLETS # 15.S,AMLOPRESAT,TABLETS # 15.S, STRIP OF 15 TABLETS
962,1574,1574,AMLOPRES AT TABLETS 15^S,AMLOPRESAT,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
963,1575,1575,AMLOPRES AT TABLETS # 15.S,AMLOPRESAT,TABLETS # 15.S, STRIP OF 15 TABLETS
964,1577,1577,AMLOPRES L TABLETS # 15.S,AMLOPRESL,TABLETS # 15.S, STRIP OF 15 TABLETS
965,1578,1578,AMLOPRES L TABLETS 15^S,AMLOPRESL,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
966,1580,1580,AMLOPRES TL  TABLETS 10^S,AMLOPRESTL,STRIP OF 10 TABLETS, STRIP OF 15 TABLETS
967,1573,1573,AMLOPRES AT TABLETS # 15.S,AMLOPRESAT,TABLETS # 15.S, STRIP OF 10 TABLETS
968,1574,1574,AMLOPRES AT TABLETS 15^S,AMLOPRESAT,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
969,1575,1575,AMLOPRES AT TABLETS # 15.S,AMLOPRESAT,TABLETS # 15.S, STRIP OF 10 TABLETS
970,1580,1580,AMLOPRES TL  TABLETS 10^S,AMLOPRESTL,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
971,1573,1573,AMLOPRES AT TABLETS # 15.S,AMLOPRESAT,TABLETS # 15.S, STRIP OF 10 TABLETS
972,1574,1574,AMLOPRES AT TABLETS 15^S,AMLOPRESAT,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
973,1575,1575,AMLOPRES AT TABLETS # 15.S,AMLOPRESAT,TABLETS # 15.S, STRIP OF 10 TABLETS
974,1577,1577,AMLOPRES L TABLETS # 15.S,AMLOPRESL,TABLETS # 15.S, STRIP OF 10 TABLETS
975,1578,1578,AMLOPRES L TABLETS 15^S,AMLOPRESL,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
976,1580,1580,AMLOPRES TL  TABLETS 10^S,AMLOPRESTL,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
977,1581,1581,AMLOPRES TL 40 TABLETS 15TABLETS,AMLOPRESTL40,TABLETS, STRIP OF 10 TABLETS
978,1573,1573,AMLOPRES AT TABLETS # 15.S,AMLOPRESAT,TABLETS # 15.S, STRIP OF 15 TABLETS
979,1574,1574,AMLOPRES AT TABLETS 15^S,AMLOPRESAT,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
980,1575,1575,AMLOPRES AT TABLETS # 15.S,AMLOPRESAT,TABLETS # 15.S, STRIP OF 15 TABLETS
981,1577,1577,AMLOPRES L TABLETS # 15.S,AMLOPRESL,TABLETS # 15.S, STRIP OF 15 TABLETS
982,1578,1578,AMLOPRES L TABLETS 15^S,AMLOPRESL,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
983,1580,1580,AMLOPRES TL  TABLETS 10^S,AMLOPRESTL,STRIP OF 10 TABLETS, STRIP OF 15 TABLETS
984,1581,1581,AMLOPRES TL 40 TABLETS 15TABLETS,AMLOPRESTL40,TABLETS, STRIP OF 15 TABLETS
985,1582,1582,AMLOPRES TRIO TABLETS 10^S,AMLOPRESTRIO,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
986,1567,1567,AMLOPRES 2.5 TABLETS 15S,AMLOPRES2.5,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
987,1568,1568,AMLOPRES 2.5 TABLETS 15TABLETS,AMLOPRES2.5,TABLETS, STRIP OF 15 TABLETS
988,1569,1569,AMLOPRES 5 TABLETS 30^S,AMLOPRES5,STRIP OF 30 TABLETS, STRIP OF 15 TABLETS
989,1570,1570,AMLOPRES 5 TABLETS 30S,AMLOPRES5,TABLETS 30S, STRIP OF 15 TABLETS
990,1571,1571,AMLOPRES 5 TABLETS 15^S,AMLOPRES5,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
991,1569,1569,AMLOPRES 5 TABLETS 30^S,AMLOPRES5,STRIP OF 30 TABLETS, STRIP OF 30 TABLETS
992,1570,1570,AMLOPRES 5 TABLETS 30S,AMLOPRES5,TABLETS 30S, STRIP OF 30 TABLETS
993,1571,1571,AMLOPRES 5 TABLETS 15^S,AMLOPRES5,STRIP OF 15 TABLETS, STRIP OF 30 TABLETS
994,1573,1573,AMLOPRES AT TABLETS # 15.S,AMLOPRESAT,TABLETS # 15.S, BOTTLE OF 30 TABLETS
995,1574,1574,AMLOPRES AT TABLETS 15^S,AMLOPRESAT,STRIP OF 15 TABLETS, BOTTLE OF 30 TABLETS
996,1575,1575,AMLOPRES AT TABLETS # 15.S,AMLOPRESAT,TABLETS # 15.S, BOTTLE OF 30 TABLETS
